Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,IVKO - DAMU - v.a. vmbo-t,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Cartesius Lyceum - vwo,SvPO Amsterdam - vwo,Cburg College - Kansrijk Kader - vmbo-b/k,Comenius Lyceum Amsterdam - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Mediacollege Amsterdam - vmbo-t,Geert Groote College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,IJburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Alasca - vwo,Calvijn College - v.a. vmbo-b,Cornelius Haga Lyceum - v.a. havo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - havo/vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Spring High - v.a. vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,IVKO - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Cburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,Cburg College - v.a. vmbo-b,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Clusius College - Kansrijk Kader - vmbo-b/k,College De Meer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cornelius Haga Lyceum - vwo,Huygens College - v.a. vmbo-b,Lumion - Kansrijk HAVO - vmbo-t/havo,Hubertus & Berkhoff - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Geert Groote College - v.a. vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cartesius Lyceum - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Over-Y - havo,Hervormd Lyceum West - Tweetalig - vwo,CSB - Kansrijk VWO - havo/vwo,Kiem Montessori - v.a. vmbo-t,IVKO - v.a. vmbo-t,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum Zuid - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Vox College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ir. Lely Lyceum - v.a. vmbo-t,IVKO - v.a. vmbo-t,Clusius College - Kansrijk Kader - vmbo-b/k,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum West - v.a. havo,Montessori Lyceum Amsterdam - vwo,Vinse School - v.a. vmbo-t,Zuiderlicht College - v.a. vmbo-b,Mundus College - v.a. vmbo-b,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Mediacollege Amsterdam - vmbo-k,Over-Y - Kansrijk HAVO - vmbo-t/havo,Hubertus & Berkhoff - v.a. vmbo-t,Spinoza Lyceum - Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Lumion - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Vinse School - v.a. vmbo-t,Bindelmeer College - v.a. vmbo-b,Fons Vitae Lyceum - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Vossius Gymnasium - vwo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Panta Rhei - v.a. vmbo-b,IVKO - Kansrijk HAVO - vmbo-t/havo,Sweelinck College - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Wellantcollege Sloten - vmbo-t,Calandlyceum - vmbo-t,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Montessori Lyceum Oostpoort - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Marcanti College - vmbo-k,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,DENISE - Denise Havo - v.a. havo,DENISE - Denise TL - v.a. vmbo-t,College De Meer - v.a. vmbo-b,DENISE - Denise VWO - vwo,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Fons Vitae Lyceum - v.a. havo,Vox College - vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - v.a. havo,Havo de Hof - v.a. havo,Lumion - v.a. havo,Pieter Nieuwland College - v.a. havo,Calandlyceum - havo/vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ignatiusgymnasium - vwo,Havo de Hof - v.a. havo,Calandlyceum - vmbo-t,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Calvijn College - Kansrijk Kader - vmbo-b/k,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,De Amsterdamse MAVO - v.a. vmbo-t,DENISE - Denise TL - v.a. vmbo-t,CSB - v.a. vmbo-t,Cburg College - v.a. vmbo-b,Geert Groote College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,College De Meer - v.a. vmbo-b,Montessori Lyceum Oostpoort - v.a. havo,Huygens College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Vox College - vwo,Lumion - v.a. vmbo-t,Spinoza20first - v.a. vmbo-t,Clusius College - v.a. vmbo-b,Cygnus gymnasium - vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum Zuid - Universalis - vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - vwo,Hubertus & Berkhoff - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Vox College - vwo,Hubertus & Berkhoff - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,Pieter Nieuwland College - plus - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Mundus College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Geert Groote College - vwo,IJburg College - v.a. vmbo-t,Calandlyceum - havo/vwo,Mundus College - vmbo-k,Montessori Lyceum Oostpoort - v.a. vmbo-b,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Marcanti College - vwo,Calandlyceum - vmbo-t/havo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Vox College - v.a. vmbo-b,Calandlyceum - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Cartesius Lyceum - v.a. havo,Hervormd Lyceum West - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vwo,Vossius Gymnasium - vwo,IJburg College - v.a. vmbo-b,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Wellantcollege Sloten - vmbo-t,Over-Y - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Panta Rhei - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,DENISE - Denise TL - v.a. vmbo-t,Marcanti College - vmbo-k,Mediacollege Amsterdam - v.a. vmbo-b,Vox College - Kansrijk HAVO - vmbo-t/havo,IVKO - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - vwo,Fons Vitae Lyceum - v.a. havo,Clusius College - Kansrijk Kader - vmbo-b/k,Bredero Mavo - Tweetalig - v.a. vmbo-t,College De Meer - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,SvPO Amsterdam - v.a. havo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Clusius College - v.a. vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Hervormd Lyceum West - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,Mundus College - v.a. vmbo-b,Over-Y - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Calandlyceum - havo,Vinse School - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Ignatiusgymnasium - vwo,Over-Y - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - Gymnasium - vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Vox College - vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Vox College - Kansrijk VWO - havo/vwo,Calandlyceum - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Huygens College - Kansrijk Kader - vmbo-b/k,IVKO - v.a. havo,Calvijn College - Kansrijk Kader - vmbo-b/k,College De Meer - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Mediacollege Amsterdam - v.a. vmbo-b,Vox College - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Cartesius Lyceum - vwo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Geert Groote College - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Cburg College - v.a. vmbo-b,Cornelius Haga Lyceum - vwo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Fons Vitae Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Berlage Lyceum - Tweetalig - vwo,IVKO - Kansrijk HAVO - vmbo-t/havo,Wellantcollege Linnaeus - v.a. vmbo-b,Hervormd Lyceum Zuid - Universalis - vwo,Lumion - v.a. havo,Cburg College - Kansrijk Kader - vmbo-b/k,Panta Rhei - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,IVKO - v.a. vmbo-t,IVKO - v.a. havo,Cburg College - Kansrijk Kader - vmbo-b/k,Sweelinck College - v.a. vmbo-t,Spring High - v.a. vmbo-t,Vox College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Vossius Gymnasium - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,CSB - Kansrijk VWO - havo/vwo,St. Nicolaaslyceum - v.a. havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Geert Groote College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Gerrit van der Veen College - v.a. havo,Lumion - v.a. havo,St. Nicolaaslyceum - v.a. havo,IVKO - DAMU - v.a. vmbo-t,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Lumion - vwo,Clusius College - v.a. vmbo-b,Geert Groote College - v.a. havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,IVKO - v.a. havo,Alasca - v.a. havo,Open Schoolgemeenschap Bijlmer - vmbo-k,Open Schoolgemeenschap Bijlmer - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Lumion - v.a. havo,Bredero Beroepscollege - v.a. vmbo-b,Spring High - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Het 4e Gymnasium - vwo,CSB - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,Vox College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Berlage Lyceum - Tweetalig - vwo,De nieuwe Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Berlage Lyceum - Tweetalig - v.a. havo,Calandlyceum - LOOT - v.a. vmbo-t,SvPO Amsterdam - v.a. havo,Hervormd Lyceum Zuid - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Calandlyceum - vmbo-t/havo,Fons Vitae Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Hubertus & Berkhoff - v.a. vmbo-b,Lumion - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Damstede - vwo,Pieter Nieuwland College - plus - vwo,Comenius Lyceum Amsterdam - v.a. havo,Cornelius Haga Lyceum - v.a. havo,Sweelinck College - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Lumion - v.a. vmbo-t,Vox College - Kansrijk HAVO - vmbo-t/havo,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Clusius College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Hervormd Lyceum West - Tweetalig - v.a. havo,Vox College - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Mediacollege Amsterdam - v.a. vmbo-b,Pieter Nieuwland College - plus - vwo,Calandlyceum - havo/vwo,Xplore - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Calandlyceum - Technasium - havo/vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,College De Meer - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,Spinoza Lyceum - v.a. havo,Mediacollege Amsterdam - vmbo-t,Hervormd Lyceum West - v.a. havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Damstede - vwo,De Amsterdamse MAVO - v.a. vmbo-t,DENISE - Denise TL - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Over-Y - Kansrijk HAVO - vmbo-t/havo,Vox College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Gerrit van der Veen College - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,IVKO - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Over-Y - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Calandlyceum - vwo,Montessori Lyceum Amsterdam - v.a. havo,Kiem Montessori - v.a. vmbo-t,Cornelius Haga Lyceum - vwo,Panta Rhei - Kansrijk Kader - vmbo-b/k,IVKO - Kansrijk HAVO - vmbo-t/havo,SvPO Amsterdam - vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - vwo,Hubertus & Berkhoff - v.a. vmbo-t,Het 4e Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Alasca - v.a. havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Hervormd Lyceum Zuid - vwo,Vox College - Kansrijk VWO - havo/vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Cartesius Lyceum - v.a. havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Calandlyceum - havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Cornelius Haga Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Damstede - vwo,IVKO - v.a. havo,Montessori Lyceum Oostpoort - v.a. vmbo-b,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Mundus College - vmbo-t,SvPO Amsterdam - vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ignatiusgymnasium - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Vox College - v.a. havo,CSB - Kansrijk VWO - havo/vwo,Panta Rhei - v.a. vmbo-b,Hervormd Lyceum Zuid - v.a. havo,Geert Groote College - v.a. havo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,Het Amsterdams Lyceum - vwo,Gerrit van der Veen College - v.a. havo,Spinoza20first - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Lumion - v.a. havo,Bindelmeer College - v.a. vmbo-b,Sweelinck College - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - v.a. vmbo-t,Vox College - v.a. vmbo-b,Over-Y - v.a. vmbo-t,IVKO - v.a. havo,Mundus College - vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Alasca - v.a. havo,Marcanti College - vmbo-k,Pieter Nieuwland College - vwo,Pieter Nieuwland College - v.a. havo,Marcanti College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Gerrit van der Veen College - v.a. havo,SvPO Amsterdam - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Hervormd Lyceum Zuid - v.a. havo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,CSB - Kansrijk VWO - havo/vwo,Bindelmeer College - v.a. vmbo-b,Cburg College - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. havo,Mundus College - v.a. vmbo-b,DENISE - Denise VWO - vwo,CSB - Kansrijk HAVO - vmbo-t/havo,Damstede - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cornelius Haga Lyceum - vwo,Bindelmeer College - v.a. vmbo-b,DENISE - Denise TL - v.a. vmbo-t,Marcanti College - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Mundus College - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Calandlyceum - vmbo-t,DENISE - Denise TL - v.a. vmbo-t,Hervormd Lyceum Zuid - v.a. havo,Het 4e Gymnasium - vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,SvPO Amsterdam - vwo,Pieter Nieuwland College - vwo,Vox College - v.a. vmbo-t,Alasca - vwo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,CSB - Kansrijk HAVO - vmbo-t/havo,Xplore - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,CSB - v.a. vmbo-t,Havo de Hof - v.a. havo,Cornelius Haga Lyceum - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Spring High - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,DENISE - Denise VWO - vwo,Cornelius Haga Lyceum - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,SvPO Amsterdam - v.a. havo,Xplore - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - Gymnasium - vwo,Damstede - v.a. havo,IJburg College - v.a. vmbo-b,Marcanti College - v.a. vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Montessori Lyceum Amsterdam - v.a. vmbo-t,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,St. Nicolaaslyceum - v.a. havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Calandlyceum - vmbo-t,Alasca - vwo,Xplore - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Lumion - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
