Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
vwo,Het 4e Gymnasium - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,SvPO Amsterdam - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,Vox College - v.a. vmbo-t,Spinoza Lyceum - Muziekplus - v.a. havo,IVKO - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Spinoza20first - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Mundus College - v.a. vmbo-b,DENISE - Denise VWO - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Geert Groote College - v.a. vmbo-t,Marcanti College - v.a. vmbo-b,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Cartesius Lyceum - v.a. havo,CSB - Kansrijk VWO - havo/vwo,Marcanti College - vwo,St. Nicolaaslyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Pieter Nieuwland College - plus - vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Clusius College - v.a. vmbo-b,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Lumion - v.a. havo,Vinse School - v.a. vmbo-t,Vossius Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,Mediacollege Amsterdam - v.a. vmbo-b,SvPO Amsterdam - vwo,Berlage Lyceum - Tweetalig - vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Cornelius Haga Lyceum - vwo,Bredero Mavo - v.a. vmbo-t,Gerrit van der Veen College - kunst+klas  - v.a. havo,Cburg College - v.a. vmbo-b,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Amsterdams Beroepscollege Noorderlicht - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ir. Lely Lyceum - v.a. vmbo-t,Fons Vitae Lyceum - v.a. havo,Berlage Lyceum - Tweetalig - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Vox College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,CSB - Kansrijk HAVO - vmbo-t/havo,Mundus College - v.a. vmbo-b,St. Nicolaaslyceum - v.a. havo,Hyperion Lyceum - vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Bindelmeer College - v.a. vmbo-b,Damstede - vwo,Calandlyceum - Technasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Vox College - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Calvijn College - v.a. vmbo-b,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - vwo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Havo de Hof - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,IJburg College - v.a. vmbo-b,SvPO Amsterdam - v.a. havo,Huygens College - Kansrijk Kader - vmbo-b/k,Over-Y - havo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Bindelmeer College - v.a. vmbo-b,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Hervormd Lyceum Zuid - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Hervormd Lyceum West - v.a. vmbo-t,Bredero Beroepscollege - v.a. vmbo-b,Cornelius Haga Lyceum - vwo,Cburg College - v.a. vmbo-b,Fons Vitae Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Calvijn College - v.a. vmbo-b,SvPO Amsterdam - v.a. havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Hervormd Lyceum West - Tweetalig - v.a. havo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Marcanti College - v.a. vmbo-b,Clusius College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Alasca - vwo,Hervormd Lyceum Zuid - Universalis - vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,IVKO - Kansrijk HAVO - vmbo-t/havo,Xplore - v.a. vmbo-t,Calandlyceum - Technasium - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Bindelmeer College - Kansrijk Kader - vmbo-b/k,College De Meer - v.a. vmbo-t,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum Zuid - v.a. havo,Bredero Mavo - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ignatiusgymnasium - vwo,Havo de Hof - v.a. havo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,De Amsterdamse MAVO - v.a. vmbo-t,Kiem Montessori - v.a. vmbo-t,Damstede - vwo,Spinoza Lyceum - v.a. havo,De nieuwe Havo - v.a. havo,Metis Montessori Lyceum - Technasium vwo - vwo,Spring High - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Huygens College - v.a. vmbo-b,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Calandlyceum - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Vox College - v.a. havo,Berlage Lyceum - Tweetalig - v.a. havo,DENISE - Denise VWO - vwo,IVKO - v.a. vmbo-t,Calvijn College - v.a. vmbo-b,CSB - v.a. vmbo-t,Over-Y - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Pieter Nieuwland College - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Mundus College - v.a. vmbo-b,Alasca - v.a. havo,Marcanti College - v.a. vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Hervormd Lyceum Zuid - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Cartesius Lyceum - v.a. havo,Hervormd Lyceum West - v.a. vmbo-t,Cornelius Haga Lyceum - v.a. havo,CSB - Kansrijk HAVO - vmbo-t/havo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,DENISE - Denise VWO - vwo,Cornelius Haga Lyceum - vwo,Montessori Lyceum Amsterdam - v.a. havo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Marcanti College - v.a. vmbo-b,Mediacollege Amsterdam - vmbo-k,Berlage Lyceum - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Vossius Gymnasium - vwo,Comenius Lyceum Amsterdam - v.a. havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,SvPO Amsterdam - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Bredero Beroepscollege - v.a. vmbo-b,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Calandlyceum - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Vossius Gymnasium - vwo,College De Meer - v.a. vmbo-t,DENISE - Denise Havo - v.a. havo,Calvijn College - Kansrijk Kader - vmbo-b/k,Clusius College - v.a. vmbo-b,Calandlyceum - LOOT - v.a. vmbo-t,DENISE - Denise TL - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Spinoza Lyceum - vwo,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Gerrit van der Veen College - v.a. havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Geert Groote College - v.a. havo,Wellantcollege Linnaeus - v.a. vmbo-b,College De Meer - v.a. vmbo-b,Calandlyceum - vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ignatiusgymnasium - vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,CSB - v.a. vmbo-t,Spring High - v.a. vmbo-t,Lumion - Kansrijk VWO - havo/vwo,Spinoza20first - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Hervormd Lyceum Zuid - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Hervormd Lyceum West - v.a. vmbo-t,Calandlyceum - Technasium - havo/vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Calandlyceum - Technasium - vwo,Over-Y - v.a. vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,College De Meer - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Hervormd Lyceum Zuid - vwo,Wellantcollege Sloten - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - vwo,IVKO - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Calandlyceum - Technasium - vwo,Cornelius Haga Lyceum - v.a. havo,Havo de Hof - v.a. havo,IVKO - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Damstede - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Over-Y - v.a. vmbo-t,Cartesius Lyceum - v.a. havo,Lumion - v.a. vmbo-t,Vinse School - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vmbo-k,Ir. Lely Lyceum - v.a. vmbo-t,Calandlyceum - vwo,IJburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,Vox College - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,CSB - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Geert Groote College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Lumion - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Mundus College - vmbo-t,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - Gymnasium - vwo,Hyperion Lyceum - vwo,Bredero Mavo - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,De Amsterdamse MAVO - v.a. vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Gerrit van der Veen College - vwo,Calvijn College - Kansrijk Kader - vmbo-b/k,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Cburg College - v.a. vmbo-b,Geert Groote College - v.a. vmbo-t,Spinoza Lyceum - Gymnasium - vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Calandlyceum - vwo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Cartesius Lyceum - vwo,Geert Groote College - v.a. havo,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Gerrit van der Veen College - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,De nieuwe Havo - v.a. havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Tweetalig - v.a. havo,IVKO - v.a. havo,Calandlyceum - vmbo-t/havo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Hyperion Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Vox College - vwo,Bredero Beroepscollege - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Xplore - v.a. vmbo-t,Geert Groote College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Spring High - v.a. vmbo-t,St. Nicolaaslyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Vinse School - v.a. vmbo-t,Geert Groote College - vwo,Over-Y - havo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Calandlyceum - Technasium - havo/vwo,Wellantcollege Sloten - vmbo-t,Amsterdams Beroepscollege Noorderlicht - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - vwo,Lumion - v.a. vmbo-t,Calvijn College - v.a. vmbo-b,CSB - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - v.a. havo,Geert Groote College - Kansrijk VWO - havo/vwo,Het Amsterdams Lyceum - vwo,Fons Vitae Lyceum - v.a. havo,Marcanti College - vwo,CSB - Kansrijk HAVO - vmbo-t/havo,Cartesius Lyceum - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - vwo,Clusius College - v.a. vmbo-b,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ignatiusgymnasium - vwo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Vox College - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,De nieuwe Havo - v.a. havo,Montessori Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Huygens College - Kansrijk Kader - vmbo-b/k,SvPO Amsterdam - v.a. havo,Cburg College - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. havo,Huygens College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Calandlyceum - havo,SvPO Amsterdam - v.a. havo,DENISE - Denise TL - v.a. vmbo-t,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - v.a. vmbo-t,Zuiderlicht College - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Berlage Lyceum - Tweetalig - v.a. havo,Hervormd Lyceum West - Tweetalig - vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,College De Meer - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Marcanti College - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Calandlyceum - Technasium - vwo,Geert Groote College - v.a. vmbo-t,Vox College - Kansrijk VWO - havo/vwo,Wellantcollege Sloten - vmbo-t,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Mediacollege Amsterdam - vmbo-t,Kiem Montessori - v.a. vmbo-t,Fons Vitae Lyceum - vwo,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Damstede - v.a. havo,Cartesius Lyceum - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Montessori Lyceum Amsterdam - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Spinoza Lyceum - v.a. havo,Mediacollege Amsterdam - vmbo-t,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Alasca - vwo,Mediacollege Amsterdam - v.a. vmbo-b,Lumion - v.a. havo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Over-Y - v.a. vmbo-t,Cornelius Haga Lyceum - v.a. havo,Mundus College - vmbo-k,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Vox College - v.a. vmbo-t,Cartesius Lyceum - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,IVKO - v.a. havo,Spinoza Lyceum - Gymnasium - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,College De Meer - v.a. vmbo-b,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Lumion - vwo,IJburg College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Pieter Nieuwland College - v.a. havo,Gerrit van der Veen College - vwo,Bindelmeer College - v.a. vmbo-b,De Amsterdamse MAVO - v.a. vmbo-t,Cartesius Lyceum - vwo,Cornelius Haga Lyceum - vwo,College De Meer - v.a. vmbo-t,Havo de Hof - v.a. havo,Geert Groote College - v.a. havo,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Geert Groote College - vwo,Mundus College - v.a. vmbo-b,Hubertus & Berkhoff - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Geert Groote College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Geert Groote College - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,IJburg College - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,Calandlyceum - vwo,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ir. Lely Lyceum - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,Pieter Nieuwland College - v.a. havo,Geert Groote College - v.a. vmbo-t,Calandlyceum - Kansrijk VWO - havo/vwo,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Huygens College - v.a. vmbo-b,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Vox College - Kansrijk VWO - havo/vwo,Sweelinck College - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vwo,Damstede - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Cartesius Lyceum - v.a. havo,Havo de Hof - v.a. havo,IVKO - Kansrijk HAVO - vmbo-t/havo,Pieter Nieuwland College - plus - vwo,Calandlyceum - havo/vwo,Wellantcollege Sloten - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hervormd Lyceum West - v.a. havo,Zuiderlicht College - v.a. vmbo-b,Cartesius Lyceum - vwo,Calandlyceum - LOOT - v.a. vmbo-t,Calvijn College - Kansrijk Kader - vmbo-b/k,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - Universalis - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Pieter Nieuwland College - vwo,Bindelmeer College - v.a. vmbo-b,Panta Rhei - Kansrijk Kader - vmbo-b/k,Spinoza Lyceum - Muziekplus - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Hervormd Lyceum Zuid - Universalis - vwo,Pieter Nieuwland College - plus - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Cornelius Haga Lyceum - v.a. havo,Clusius College - v.a. vmbo-b,Hervormd Lyceum Zuid - vwo,Lumion - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Calandlyceum - vmbo-t,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ignatiusgymnasium - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza20first - v.a. vmbo-t,De nieuwe Havo - v.a. havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - vwo,Xplore - v.a. vmbo-t,Marcanti College - v.a. vmbo-b,Fons Vitae Lyceum - v.a. havo,Marcanti College - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Vinse School - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Hervormd Lyceum Zuid - Universalis - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,IJburg College - v.a. vmbo-t,Xplore - v.a. vmbo-t,IVKO - DAMU - v.a. vmbo-t,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,SvPO Amsterdam - vwo,Cornelius Haga Lyceum - vwo,Sweelinck College - v.a. vmbo-t,Marcanti College - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Huygens College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,Cburg College - v.a. vmbo-b,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Pieter Nieuwland College - plus - vwo,Calandlyceum - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Metis Montessori Lyceum - Technasium vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
